"...1","date","close","open","high","low"
"BTC",2016-03-27,416.233,416.851,417.068,414.838
"BTC",2016-03-29,423.597,424.297,425.042,421.45
"BTC",2016-03-31,414.458,414.613,415.618,409.191
"BTC",2016-04-02,418.785,416.012,420.895,414.09
"BTC",2016-04-04,418.593,418.93999,419.61,417.203
"BTC",2016-04-06,422.29499,422.044,423.242,420.426
"BTC",2016-04-08,421.616,420.553,422.011,418.746
"BTC",2016-04-10,418.078,415.751,418.555,415.496
"BTC",2016-04-12,426.383,421.192,426.383,419.383
"BTC",2016-04-14,425.494,426.84399,426.91,422.91999
"BTC",2016-04-16,429.775,426.279,429.991,424.707
"BTC",2016-04-18,429.318,430.453,430.639,426.267
"BTC",2016-04-20,435.926,428.522,437.109,428.081
"BTC",2016-04-22,446.776,443.758,452.802,441.301
"BTC",2016-04-24,455.152,447.233,457.138,445.715
"BTC",2016-04-26,464.429,458.626,469.281,455.962
"BTC",2016-04-28,441.304,466.064,468.483,435.282
"BTC",2016-04-30,454.375,446.236,456.89099,446.224
"BTC",2016-05-02,453.067,449.108,453.502,448.93999
"BTC",2016-05-04,449.157,443.681,451.443,443.681
"BTC",2016-05-06,447.58599,447.73999,449.468,445.826
"BTC",2016-05-08,459.937,458.864,461.735,457.963
"BTC",2016-05-10,460.954,458.708,464.21,457.138
"BTC",2016-05-12,451.155,454.39399,454.938,450.832
"BTC",2016-05-14,456.039,453.701,457.038,452.39099
"BTC",2016-05-16,457.64099,456.093,458.87299,455.325
"BTC",2016-05-18,454.064,454.278,454.812,452.3
"BTC",2016-05-20,440.231,453.494,454.078,435.616
"BTC",2016-05-22,442.892,442.953,443.71099,439.292
"BTC",2016-05-24,444.489,440.551,444.756,440.551
"BTC",2016-05-26,448.278,447.035,449.979,446.784
"BTC",2016-05-28,489.847,467.262,490.246,467.262
"BTC",2016-05-30,529.917,516.051,545.764,508.12299
"BTC",2016-06-01,528.04999,537.23299,546.85299,519.93
"BTC",2016-06-03,537.185,538.568,541.056,532.68599
"BTC",2016-06-05,579.343,571.139,591.028,563.155
"BTC",2016-06-07,585.399,578.84899,590.98299,578.555
"BTC",2016-06-09,580.43599,576.226,583.989,573.546
"BTC",2016-06-11,583.87,574.953,585.45399,573.667
"BTC",2016-06-13,682.226,633.205,685.275,628.08999
"BTC",2016-06-15,685.442,695.155,695.763,661.601
"BTC",2016-06-17,773.25,732.357,776.642,725.895
"BTC",2016-06-19,747.831,736.386,781.309,733.813
"BTC",2016-06-21,702.696,758.903,763.019,683.746
"BTC",2016-06-23,581.249,657.013,677.105,551.91599
"BTC",2016-06-25,687.168,657.08999,692.544,637.721
"BTC",2016-06-27,644.091,657.22399,659.692,615.775
"BTC",2016-06-29,634.357,655.94399,656.006,624.768
"BTC",2016-07-01,683.293,635.093,684.652,634.987
"BTC",2016-07-03,690.179,678.567,704.423,677.16375
"BTC",2016-07-05,679.351,670.741,682.394,667.5
"BTC",2016-07-07,671.814,676.872,680.231,666.93
"BTC",2016-07-09,654.85299,640.476,665.749,636.278
"BTC",2016-07-11,656.747,649.356,660.439,639.618
"BTC",2016-07-13,663.443,648.136,675.067,646.54
"BTC",2016-07-15,663.638,654.018,665.29099,651.486
"BTC",2016-07-17,665.113,666.56499,666.94399,658.252
"BTC",2016-07-19,673.832,681.239,682.19,667.44399
"BTC",2016-07-21,662.034,673.008,673.852,659.693
"BTC",2016-07-23,654.725,666.747,667.058,645.154
"BTC",2016-07-25,660.284,654.895,663.918,652.583
"BTC",2016-07-27,650.82899,655.418,656.72799,644.65
"BTC",2016-07-29,655.427,656.91599,658.631,654.16099
"BTC",2016-07-31,635.588,656.681,658.283,634.84899
"BTC",2016-08-02,601.227,621.37299,627.068,600.741
"BTC",2016-08-04,578.52374,555.926,583.28,549.404
"BTC",2016-08-06,574.87375,570.33875,579.3425,567.54875
"BTC",2016-08-08,589.66125,588.51625,597.40125,584.45375
"BTC",2016-08-10,585.23875,586.715,589.6925,583.09124
"BTC",2016-08-12,581.9625,594.81625,597.4775,581.95
"BTC",2016-08-14,581.65,584.87375,589.08875,580.3125
"BTC",2016-08-16,567.60749,571.9625,574.4025,560.2025
"BTC",2016-08-18,572.37249,575.54125,578.29375,568.47875
"BTC",2016-08-20,573.08,573.01625,575.89125,571.54375
"BTC",2016-08-22,579.6675,581.35375,583.9475,579.02125
"BTC",2016-08-24,577.98749,585.5075,586.71875,577.52374
"BTC",2016-08-26,575.0625,574.5825,576.49625,573.095
"BTC",2016-08-28,568.78875,575.3425,575.3425,566.45
"BTC",2016-08-30,571.94125,574.49749,574.68499,571.23375
"BTC",2016-09-01,572.96,573.78125,573.845,570.80125
"BTC",2016-09-03,572.52125,570.1,575.26,569.29999
"BTC",2016-09-05,606.0525,596.45375,612.39374,596.01125
"BTC",2016-09-07,609.4325,604.465,611.45,604.29499
"BTC",2016-09-09,623.6,613.67499,628.74875,613.13375
"BTC",2016-09-11,622.03375,620.59875,624.32,620.4025
"BTC",2016-09-13,607.03625,604.8275,607.97625,603.085
"BTC",2016-09-15,606.8975,606.885,609.62625,606.7825
"BTC",2016-09-17,606.04625,605.52125,608.54,604.99625
"BTC",2016-09-19,609.37249,605.08,609.58624,604.63874
"BTC",2016-09-21,595.93375,606.7175,608.43625,590.86625
"BTC",2016-09-23,595.0175,596.225,596.54625,593.74875
"BTC",2016-09-25,601.36875,602.4075,603.54499,599.63125
"BTC",2016-09-27,605.0175,598.9075,607.55125,598.47875
"BTC",2016-09-29,603.58124,602.885,604.315,602.27374
"BTC",2016-10-01,610.58375,604.52125,611.39374,603.48249
"BTC",2016-10-03,611.88874,613.23749,613.38,608.275
"BTC",2016-10-05,608.125,609.495,610.1575,607.68125
"BTC",2016-10-07,610.23375,610.57,611.61249,609.8025
"BTC",2016-10-09,614.59625,617.445,618.4575,614.58375
"BTC",2016-10-11,618.3275,615.91625,618.35749,613.8225
"BTC",2016-10-13,637.73625,637.21624,638.90125,634.06625
"BTC",2016-10-15,638.975,635.88375,639.65,631.96
"BTC",2016-10-17,636.635,638.605,641.1525,636.58624
"BTC",2016-10-19,634.605,637.01625,637.76374,632.7675
"BTC",2016-10-21,629.61249,626.36875,629.91,626.36625
"BTC",2016-10-23,650.895,630.61875,654.79999,630.4425
"BTC",2016-10-25,652.235,647.69375,652.84124,645.49375
"BTC",2016-10-27,684.3775,657.05625,685.21375,656.39125
"BTC",2016-10-29,700.135,684.2975,701.0125,681.42125
"BTC",2016-10-31,693.89625,704.91,709.9875,682.08375
"BTC",2016-11-02,725.6925,708.955,735.8275,707.8325
"BTC",2016-11-04,701.21875,741.84875,744.89375,673.73125
"BTC",2016-11-06,705.47875,702.175,706.42125,696.6625
"BTC",2016-11-08,706.13375,705.47125,707.58875,700.03
"BTC",2016-11-10,719.2525,728.36125,738.985,717.07875
"BTC",2016-11-12,715.7725,714.57125,718.2725,713.0675
"BTC",2016-11-14,704.62125,694.72125,704.65,686.0225
"BTC",2016-11-16,710.9275,711.39625,716.215,709.3275
"BTC",2016-11-18,738.665,745.92625,752.0375,731.9825
"BTC",2016-11-20,752.5525,748.8075,754.54625,740.13375
"BTC",2016-11-22,734.84,730.365,738.62875,728.015
"BTC",2016-11-24,739.81875,745.97875,746.575,732.20875
"BTC",2016-11-26,737.4025,730.3125,738.51375,728.38125
"BTC",2016-11-28,731.9,727.445,735.405,727.43875
"BTC",2016-11-30,731.64,731.12625,734.43375,728.60375
"BTC",2016-12-02,766.5925,744.1025,767.105,744.1025
"BTC",2016-12-04,764.3575,769.915,770.12125,757.835
"BTC",2016-12-06,754.82625,760.1,760.40625,745.6975
"BTC",2016-12-08,763.23625,758.35375,768.31875,752.165
"BTC",2016-12-10,773.2825,766.8725,773.3225,766.33
"BTC",2016-12-12,769.8275,765.9525,769.86375,763.31625
"BTC",2016-12-14,778.35625,774.38625,781.585,771.5475
"BTC",2016-12-16,776.415,776.9825,778.2175,772.7675
"BTC",2016-12-18,789.24625,786.9725,790.30375,785.57375
"BTC",2016-12-20,789.2325,791,792.2825,788.65625
"BTC",2016-12-22,842.63875,805.79625,842.96625,805.14875
"BTC",2016-12-24,910.2475,910.9325,918.94875,878.91
"BTC",2016-12-26,905.45625,870.13125,909.84625,858.03625
"BTC",2016-12-28,948.89875,900.36625,949.80625,900.02625
"BTC",2016-12-30,954.84375,971.645,977.7925,949.61875
"BTC",2017-01-01,964.325,952.455,968.485,949.08625
"BTC",2017-01-03,1028.33375,1009.97375,1034.105,998.62125
"BTC",2017-01-05,1140.385,1047.09999,1141.9975,1047.06375
"BTC",2017-01-07,837.83625,985.93875,990.37125,821.655
"BTC",2017-01-09,889.33875,923.52375,942.0625,878.10125
"BTC",2017-01-11,910.60625,905.22625,914.02375,897.57375
"BTC",2017-01-13,784.89375,772.66125,828.08875,746.685
"BTC",2017-01-15,821.19625,820.68875,835.555,810.6425
"BTC",2017-01-17,848.58125,830.74,848.58125,820.91625
"BTC",2017-01-19,888.0625,890.29375,901.83375,848.60875
"BTC",2017-01-21,920.58875,896.16375,921.18125,882.29625
"BTC",2017-01-23,920.365,934.7775,936.7525,893.0075
"BTC",2017-01-25,898.55,912.2125,922.1475,884.78875
"BTC",2017-01-27,912.84375,901.05,919.1325,896.2825
"BTC",2017-01-29,920.82875,919.795,922.06125,917.82125
"BTC",2017-01-31,921.35125,916.91125,921.8175,915.77
"BTC",2017-02-02,982.8275,973.065,992.41875,964.4075
"BTC",2017-02-04,1011.215,1020.09,1024.1425,995.87
"BTC",2017-02-06,1019.3125,1029.40124,1030.33625,1006.51875
"BTC",2017-02-08,1067.70875,1029.40875,1067.79625,1029.40875
"BTC",2017-02-10,974.95875,1072.205,1077.7625,942.45375
"BTC",2017-02-12,1004.71375,997.2275,1015.99625,997.2275
"BTC",2017-02-14,994.58,1004.85375,1007.28,976.28875
"BTC",2017-02-16,1018.41125,1003.59,1021.98375,1001.00375
"BTC",2017-02-18,1058.315,1038.86625,1058.60375,1027.9875
"BTC",2017-02-20,1046.66249,1052.84375,1061.3175,1045.30874
"BTC",2017-02-22,1112.86375,1079.5825,1126.48625,1079.3475
"BTC",2017-02-24,1193.501,1122.515,1193.961,1120.73
"BTC",2017-02-26,1139.848,1182.429,1184.183,1126.26
"BTC",2017-02-28,1189.94699,1189.366,1210.156,1173.095
"BTC",2017-03-02,1221.05,1193.611,1233.298,1187.33199
"BTC",2017-03-04,1285.376,1269.776,1293.469,1258.487
"BTC",2017-03-06,1273.24699,1260.668,1280.579,1245.911
"BTC",2017-03-08,1206.357,1280.30499,1280.427,1188.174
"BTC",2017-03-10,1200.557,1153.06,1208.63899,1147.435
"BTC",2017-03-12,1186.351,1147.625,1200.383,1146.877
"BTC",2017-03-14,1242.806,1235.553,1247.261,1216.20699
"BTC",2017-03-16,1247.67099,1245.892,1260.62999,1245.099
"BTC",2017-03-18,1062.07,1126.08199,1164.222,1057.345
"BTC",2017-03-20,1036.226,1000.24599,1058.91,977.506
"BTC",2017-03-22,1091.333,1065.481,1119.074,1063.69699
"BTC",2017-03-24,1013.844,1036.099,1053.241,1012.245
"BTC",2017-03-26,962.508,921.808,972.271,891.511
"BTC",2017-03-28,1035.32199,968.293,1042.901,965.455
"BTC",2017-03-30,1041.374,1011.969,1056.89799,1011.315
"BTC",2017-04-01,1077.557,1048.86299,1087.727,1040.614
"BTC",2017-04-03,1140.037,1082.37,1140.037,1077.59099
"BTC",2017-04-05,1139.86,1148.092,1161.361,1125.827
"BTC",2017-04-07,1177.284,1150.685,1202.82199,1149.209
"BTC",2017-04-09,1187.03299,1196.896,1196.896,1170.579
"BTC",2017-04-11,1206.74,1213.801,1219.056,1202.78299
"BTC",2017-04-13,1216.269,1226.896,1226.927,1213.655
"BTC",2017-04-15,1186.10899,1187.136,1197.391,1169.893
"BTC",2017-04-17,1184.2,1189.55,1190.96499,1178.19599
"BTC",2017-04-19,1218.666,1211.73799,1222.358,1211.233
"BTC",2017-04-21,1261.702,1227.981,1264.665,1227.679
"BTC",2017-04-23,1232.7575,1255.25125,1255.905,1220
"BTC",2017-04-25,1251.5775,1243.43,1251.5775,1240.11999
"BTC",2017-04-27,1289.7475,1269.69625,1307.27875,1269.43
"BTC",2017-04-29,1319.7,1335.825,1338.9875,1282.93249
"BTC",2017-05-01,1370.79,1311.58874,1371.20625,1308.7425
"BTC",2017-05-03,1448.88625,1416.61,1466.88125,1408.54
"BTC",2017-05-05,1543.31,1506.7725,1594.62625,1442.73125
"BTC",2017-05-07,1554.6025,1536.1525,1555.225,1517.65
"BTC",2017-05-09,1644.72875,1564.065,1655.7875,1564.065
"BTC",2017-05-11,1748.35375,1695.83125,1764.21,1690.39875
"BTC",2017-05-13,1634.6075,1774.52,1799.495,1587.69375
"BTC",2017-05-15,1747.04375,1774.805,1793.7325,1740.2
"BTC",2017-05-17,1744.44125,1665.0325,1753.0375,1657.10875
"BTC",2017-05-19,1913.13875,1796.89625,1918.3275,1795.7775
"BTC",2017-05-21,2074.69625,1983.97875,2074.69625,1964.975
"BTC",2017-05-23,2196.66874,2114.98875,2289.2075,2062.30249
"BTC",2017-05-25,2581.85375,2348.55249,2593.36666,2310.42625
"BTC",2017-05-27,2232.2875,2460.95375,2639.905,2067.0975
"BTC",2017-05-29,2195.785,2234.83374,2320.8175,2135.0025
"BTC",2017-05-31,2170.98124,2315.73625,2329.63625,2152.9225
"BTC",2017-06-02,2477.1725,2402.125,2489.9775,2361.74125
"BTC",2017-06-04,2526.31125,2475.2975,2593.64,2448.04374
"BTC",2017-06-06,2855.03,2605.125,2911.86,2582.375
"BTC",2017-06-08,2737.9025,2900.8525,2911.93875,2625.085
"BTC",2017-06-10,2846.00625,2826.03875,2874.69625,2794.0625
"BTC",2017-06-12,3007.0125,2910.33625,3025.4725,2894.01
"BTC",2017-06-14,2780.1825,2697.0775,2802.9475,2696.4575
"BTC",2017-06-16,2438.61749,2518.54875,2522.3075,2185.96124
"BTC",2017-06-18,2680.1025,2520.78375,2707.06,2510.93874
"BTC",2017-06-20,2667.5475,2611.67999,2691.57375,2555.10375
"BTC",2017-06-22,2702.00375,2805.0975,2828.94375,2661.31125
"BTC",2017-06-24,2740.5925,2763.29125,2780.27,2726.04125
"BTC",2017-06-26,2630.59499,2598.15875,2696.88625,2530.63125
"BTC",2017-06-28,2556.1675,2513.42999,2597.27625,2332.60125
"BTC",2017-06-30,2547.3225,2591.2675,2620.84375,2530.12125
"BTC",2017-07-02,2424.69875,2479.05499,2547.0475,2396.01249
"BTC",2017-07-04,2640.06125,2513.74125,2648.85624,2510.3225
"BTC",2017-07-06,2634.17375,2588.67875,2648.67999,2560.85
"BTC",2017-07-08,2514.3625,2598.57,2603.47125,2482.77124
"BTC",2017-07-10,2524.12624,2586.0425,2590.7525,2510.28625
"BTC",2017-07-12,2292.91375,2352.265,2428.15749,2272.31625
"BTC",2017-07-14,2337.67875,2437.55375,2437.55375,2327.72875
"BTC",2017-07-16,2045.5725,2109.37375,2151.72875,1971.28375
"BTC",2017-07-18,2189.23999,1986.9425,2246.11749,1986.9425
"BTC",2017-07-20,2349.355,2354.8925,2413.485,2258.1125
"BTC",2017-07-22,2738.775,2740.56875,2814.5075,2639.31374
"BTC",2017-07-24,2772.3675,2831.67875,2836.3775,2670.76125
"BTC",2017-07-26,2540.20874,2768.8025,2796.92125,2485.185
"BTC",2017-07-28,2699.72125,2570.195,2749.99875,2554.37
"BTC",2017-07-30,2714.70375,2719.69,2780.2075,2693.95875
"BTC",2017-08-01,2867.65375,2718.6175,2902.37125,2706.8225
"BTC",2017-08-03,2740.07125,2739.70875,2765.5525,2681.46875
"BTC",2017-08-05,3123.41125,2811.71,3167.555,2797.1175
"BTC",2017-08-07,3274.6375,3254.71,3325.96625,3190.18625
"BTC",2017-08-09,3416.185,3474.7625,3525.0375,3376.37
"BTC",2017-08-11,3451.8525,3364.41125,3474.335,3357.67125
"BTC",2017-08-13,4104.015,3705.43,4162.5725,3701.83375
"BTC",2017-08-15,4462.67625,4036.7575,4483.54749,4036.7575
"BTC",2017-08-17,4322.42125,4118.9025,4440.76124,3985.23375
"BTC",2017-08-19,4180.23875,4311.685,4407.79625,4040.05375
"BTC",2017-08-21,4110.94125,4139.38125,4218.21125,4101.06125
"BTC",2017-08-23,4162.79249,3911.27625,4197.76124,3687.27625
"BTC",2017-08-25,4396.03125,4178.75625,4420.35999,4165.77375
"BTC",2017-08-27,4381.39625,4359.9025,4439.29125,4309.3125
"BTC",2017-08-29,4442.6575,4340.46,4455.04625,4239.01124
"BTC",2017-08-31,4676.1425,4664.64375,4707.5525,4545.5375
"BTC",2017-09-02,4864.285,4783.17,5013.9075,4726.74374
"BTC",2017-09-04,4593.1825,4672.56875,4749.02875,4481.5225
"BTC",2017-09-06,4517.57,4160.535,4529.58875,4111.97124
"BTC",2017-09-08,4628.6025,4543.1025,4691.97999,4506.6625
"BTC",2017-09-10,4194.21875,4280.975,4394.51624,4161.9725
"BTC",2017-09-12,4295.76124,4307.82625,4310.79125,4108.475
"BTC",2017-09-14,3817.0575,3944.58375,4053.3225,3766.36
"BTC",2017-09-16,3772.68375,3358.10875,3806.57875,2951.1525
"BTC",2017-09-18,3764.6175,3608.595,3803.4125,3484.80125
"BTC",2017-09-20,3863.18625,3976.3875,4026.57,3847.35375
"BTC",2017-09-22,3690.99125,3827.685,3890.98,3584.59125
"BTC",2017-09-24,3772.8475,3612.1625,3810.5375,3612.1625
"BTC",2017-09-26,3920.99125,3753.435,3970.2575,3752.46875
"BTC",2017-09-28,4220.28,3939.515,4228.085,3930.91125
"BTC",2017-09-30,4207.825,4062.20375,4227.43875,4035.7075
"BTC",2017-10-02,4414.1775,4300.55125,4431.32125,4261.34624
"BTC",2017-10-04,4307.555,4424.4725,4426.06125,4246.29
"BTC",2017-10-06,4325.23625,4186.78374,4355.89375,4150.7575
"BTC",2017-10-08,4446.17249,4370.16875,4461.66,4330.28374
"BTC",2017-10-10,4789.30125,4624.34875,4870.04125,4554.0275
"BTC",2017-10-12,4858.60499,4741.70875,4882.695,4730.87875
"BTC",2017-10-14,5666.97875,5728.5475,5813.26875,5432.3525
"BTC",2017-10-16,5607.01,5779.07375,5796.2425,5439.9825
"BTC",2017-10-18,5495.03875,5643.55375,5685.35,5461.02625
"BTC",2017-10-20,5686.52625,5627.08625,5735.155,5544.70375
"BTC",2017-10-22,5949.07875,6098.115,6183.9825,5886.65125
"BTC",2017-10-24,5649.005,5969.795,6050.20375,5564.77375
"BTC",2017-10-26,5776.87875,5550.85875,5784.57625,5430.75
"BTC",2017-10-28,5737.1025,5923.70625,5926.64,5691.7575
"BTC",2017-10-30,6151.325,5741.7225,6306.5775,5733.85625
"BTC",2017-11-01,6424.515,6130.56375,6458.26625,6089.47375
"BTC",2017-11-03,7199.2375,6879.365,7355.35,6798.3975
"BTC",2017-11-05,7376.7425,7210.46875,7503.71875,7100.51125
"BTC",2017-11-07,7123.89375,7231.93,7423.05875,6932.42875
"BTC",2017-11-09,7342.82375,7356.50625,7879.06,7095.42375
"BTC",2017-11-11,6773.695,7250.77,7305.295,6422.975
"BTC",2017-11-13,5969.13,6075.30125,6466.46,5507.29
"BTC",2017-11-15,6867.42625,6666.27125,6910.2475,6442.4
"BTC",2017-11-17,7924.1825,7259.3,7998.39625,7172.755
"BTC",2017-11-19,7787.45625,7598.2775,7848.94125,7546.33375
"BTC",2017-11-21,7879.06,7954.7675,8286.17375,7818.5025
"BTC",2017-11-23,8208.75375,8150.6325,8294.495,8095.08125
"BTC",2017-11-25,8190.87125,8094.445,8333.17375,8025.19625
"BTC",2017-11-27,9573.9675,8851.305,9682.10125,8834.3875
"BTC",2017-11-29,10295.6225,9713.09625,10358.30625,9690.33375
"BTC",2017-12-01,9706.10375,10542.6625,10681.85125,9021.84874
"BTC",2017-12-03,10973.54375,10923.20125,11156.145,10705.12999
"BTC",2017-12-05,11597.23125,11382.20875,11662.84375,10875.71375
"BTC",2017-12-07,13734.52,12230.365,14097.04,12152.1075
"BTC",2017-12-09,15732.1,16403.42125,16590.21375,13963.52875
"BTC",2017-12-11,16299.2975,13152.52875,16587.8425,13152.52875
"BTC",2017-12-13,16678.28749,16374.8975,17615.4725,16259.2775
"BTC",2017-12-15,17221.65125,16246.13875,17583.2,16152.01375
"BTC",2017-12-17,19166.97874,17436.5975,19521.7825,17436.5975
"BTC",2017-12-19,18984.7675,18640.2625,19227.0825,18329.145
"BTC",2017-12-21,16925.0175,16862.57125,17822.56625,15683.86125
"BTC",2017-12-23,14694.5825,14182.46499,14976.25625,10834.94375
"BTC",2017-12-25,13387.34875,14103.21875,14489.48375,12508.425
"BTC",2017-12-27,15846.07375,14652.3675,16079.32375,14553.87375
"BTC",2017-12-29,14867.5725,14362.40375,14997.83375,13498.77875
"BTC",2017-12-31,13062.145,13643.695,13826.04125,12182.52375
"BTC",2018-01-02,13337.62125,13439.4175,13892.2425,12859.8025
"BTC",2018-01-04,15104.45,14881.545,15394.98625,14588.595
"BTC",2018-01-06,16576.69625,14953.8525,17118.35625,14816.50875
"BTC",2018-01-08,15632.41125,16735.10625,16861.20875,15546.415
"BTC",2018-01-10,14122.825,15242.93625,15360.1325,13968.24375
"BTC",2018-01-12,13633.36375,13269.5975,14198.5325,12845.7125
"BTC",2018-01-14,14217.3625,14165.90625,14536.54,14013.9475
"BTC",2018-01-16,12915.11625,13519.92625,14307.53375,12762.9975
"BTC",2018-01-18,11340.65,10870.16875,11764.13625,9199.5925
"BTC",2018-01-20,11742.94125,11137.36875,11955.4425,11022.02875
"BTC",2018-01-22,11508.62,12486.06625,12486.06625,11096.0525
"BTC",2018-01-24,10830.9275,10872.9025,11358.33625,9972.2875
"BTC",2018-01-26,11524.345,11629.375,11629.375,10889.045
"BTC",2018-01-28,11452.23,11005.615,11574.36125,10855.46
"BTC",2018-01-30,10917.15125,11412.79375,11480.56375,10805.81625
"BTC",2018-02-01,9970.30875,9914.4725,10334.41875,9688.28
"BTC",2018-02-03,8285.50124,8715.59499,9095.79999,7695.10375
"BTC",2018-02-05,8136.39,9192.045,9363.41124,7859.5125
"BTC",2018-02-07,7270.5075,6332.37,7957.3425,5947.39625
"BTC",2018-02-09,8086.7725,7987.28125,8621.275,7808.22
"BTC",2018-02-11,8045.44,8930.13875,9070.63875,8030.6725
"BTC",2018-02-13,8766.8525,8478.92499,8977.0775,8362.84125
"BTC",2018-02-15,9659.2875,8693.2525,9722.5475,8693.2525
"BTC",2018-02-17,10474.77125,10110.83875,10496.205,9718.59375
"BTC",2018-02-19,10537.00625,10855.9375,10963.68625,10156.38125
"BTC",2018-02-21,10928.02,11416.03875,11767.5775,10871.53125
"BTC",2018-02-23,9809.72125,10727.9525,10913.64875,9592.95999
"BTC",2018-02-25,9585.285,10412.36875,10509.625,9381.17125
"BTC",2018-02-27,10272.9025,9627.71625,10443.27625,9386.48625
"BTC",2018-03-01,10352.04625,10903.01875,11044.16125,10222.435
"BTC",2018-03-03,11305.1225,11100.2925,11351.24,10784.22125
"BTC",2018-03-05,11558.475,11171.8175,11574.94125,11067.785
"BTC",2018-03-07,10735.88625,11246.7475,11323.345,10584.95875
"BTC",2018-03-09,8980.19249,9552.75875,10101.28125,8897.02249
"BTC",2018-03-11,8680.6075,9251.2925,9505.25625,8474.54
"BTC",2018-03-13,9047.5125,9433.47374,9885.2225,8778.20624
"BTC",2018-03-15,7895.98875,9260.70875,9260.70875,7760.53125
"BTC",2018-03-17,8206.555,8039.6025,8599.54,8035.64
"BTC",2018-03-19,8189.49125,7667.99,8434.9275,7335.5725
"BTC",2018-03-21,9028.2975,8597.3375,9050.51625,8324.26125
"BTC",2018-03-23,8411.6525,9023.7175,9045.44249,8347.285
"BTC",2018-03-25,8548.8125,8881.98625,9000.44375,8462.90375
"BTC",2018-03-27,7854.6375,8429.33124,8476.96875,7826.01375
"BTC",2018-03-29,7866.36,7863.255,8096.01625,7814.895
"BTC",2018-03-31,6970.36375,6861.325,7266.065,6593.73625
"BTC",2018-04-02,6986.835,6926.875,7023.0875,6443.20125
"BTC",2018-04-04,7295.89,7182.12,7506.6775,7182.12
"BTC",2018-04-06,6766.5925,6769.48375,6918.6975,6630.9025
"BTC",2018-04-08,6964.4325,6854.92125,7050.49625,6783.28625
"BTC",2018-04-10,6789.2675,7125.53875,7170.76,6616.57125
"BTC",2018-04-12,6941.63875,6824.49375,6964.0825,6807.4375
"BTC",2018-04-14,8040.88125,7823.55875,8218.70375,7767.79875
"BTC",2018-04-16,8160.4125,8083.57375,8407.7175,8060.46875
"BTC",2018-04-18,7937.61,8030.57,8151.0975,7834.4
"BTC",2018-04-20,8333.81374,8188.71875,8380.25124,8104.87875
"BTC",2018-04-22,8830.05875,8866.67,9021.07,8615.67625
"BTC",2018-04-24,9191.82,8868.16124,9220.9675,8818.75875
"BTC",2018-04-26,8807.515,9373.3025,9514.41375,8662.285
"BTC",2018-04-28,9144.38375,9153.64125,9372.38375,8873.65166
"BTC",2018-04-30,9268.7175,9444.1425,9472.4975,9182.6775
"BTC",2018-05-02,9029.47875,8949.87624,9134.9525,8842.03249
"BTC",2018-05-04,9572.69875,9228.8525,9790.94249,9162.18625
"BTC",2018-05-06,9845.54375,9817.5975,9954.95375,9700.90625
"BTC",2018-05-08,9424.99124,9326.76125,9454.91875,9188.65875
"BTC",2018-05-10,9327.04999,9039.02875,9360.41,8975.97374
"BTC",2018-05-12,8408.35875,8920.25625,9002.49,8350.12875
"BTC",2018-05-14,8398.86249,8442.23875,8758.58124,8343.305
"BTC",2018-05-16,8159.25625,8711.38875,8835.5125,8110.32625
"BTC",2018-05-18,7996.82125,8360.22875,8373.22374,7931.42875
"BTC",2018-05-20,8250.395,8237.3425,8392.77125,8154.14625
"BTC",2018-05-22,8324.025,8493.13125,8566.1375,8260.78125
"BTC",2018-05-24,7614.96375,7951.51375,7951.8025,7442.2414839965
"BTC",2018-05-26,7436.835,7599.9525,7651.105546959,7335.3008168209
"BTC",2018-05-28,7383.2175,7296.79625,7431.44,7251.02
"BTC",2018-05-30,7491.61125,7118.42375,7562.366729247,7051.9578394976
"BTC",2018-06-01,7490.62125,7540.8105222724,7614.063907643,7361.565
"BTC",2018-06-03,7630.403388155,7516.6125685348,7696.5429259941,7450.6980170172
"BTC",2018-06-05,7505.5892769261,7706.6398292592,7760.1783077338,7451.5239469731
"BTC",2018-06-07,7658.57,7617.98,7694.6,7485
"BTC",2018-06-09,7618.11,7684.93,7697,7540
"BTC",2018-06-11,6770.31,7495.1,7496.41,6645
"BTC",2018-06-13,6525.329181606,6870.4103486233,6907.5024903778,6465.0761275719
"BTC",2018-06-15,6601.3241577351,6296.3268589945,6671.7886519589,6270.4453042246
"BTC",2018-06-17,6529.5440149899,6397.4411699333,6544.6148909901,6329.1900464333
"BTC",2018-06-19,6711.6496699796,6442.5285229109,6772.2491827215,6382.4426606401
"BTC",2018-06-21,6736.8677212375,6735.9369835741,6806.3634262527,6569.9067012076
"BTC",2018-06-23,6099.445277341,6729.4986888553,6729.9005927093,5987.76838583
"BTC",2018-06-25,6142.3925697055,6198.0403657754,6257.1167425294,5796.4925187679
"BTC",2018-06-27,6148.4227054114,6237.5096139827,6267.8720002731,6101.7312049112
"BTC",2018-06-29,5954.5265818138,6143.8517081013,6185.0444104434,5913.0126323353
"BTC",2018-07-01,6343.8921999592,6185.1036638459,6449.8920808095,6137.9558827804
"BTC",2018-07-03,6629.7495948521,6373.1849752001,6682.7574521996,6269.923681815
"BTC",2018-07-05,6589.6327930083,6511.0200366196,6788.3074924403,6415.4962555785
"BTC",2018-07-07,6596.53,6532.95,6638,6443.1689799583
"BTC",2018-07-09,6744.9886791676,6570.4271147528,6800.0152807201,6570.4058320936
"BTC",2018-07-11,6364.3875895982,6694.5308510904,6701.5491708554,6326.4928986867
